name,party,state,constituency
VIJAYARAGAVAN N,Independent,Tamil Nadu,NAGAPATTINAM - 29
SUBRAMANIAN K,Independent,Tamil Nadu,NAGAPATTINAM - 29
JAGADEESH J BE,Bahujan Samaj Party,Tamil Nadu,NAGAPATTINAM - 29
BOOMINATHAN B,Desiya Makkal Sakthi Katchi,Tamil Nadu,NAGAPATTINAM - 29
PREM S,Independent,Tamil Nadu,NAGAPATTINAM - 29
MATHESWARAN V S,Dravida Munnetra Kazhagam,Tamil Nadu,NAMAKKAL - 16
TAMILMANI S,All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,NAMAKKAL - 16
DR RAMALINGAM K P,Bharatiya Janata Party,Tamil Nadu,NAMAKKAL - 16
KANIMOZHI G,Naam Tamilar Katchi,Tamil Nadu,NAMAKKAL - 16
DEEPAN CHAKKRAVARTHI S,Independent,Tamil Nadu,NAMAKKAL - 16
RAJENDRAN C,Viduthalai Kalam Katchi,Tamil Nadu,NAMAKKAL - 16
NATARAJAN M,Independent,Tamil Nadu,NAMAKKAL - 16
RAMESH T,Ahimsa Socialist Party,Tamil Nadu,NAMAKKAL - 16
EZHIL SELVAN P,Tamilaga Makkal Thannurimai Katchi,Tamil Nadu,NAMAKKAL - 16
RAMAN V,Bahujan Samaj Party,Tamil Nadu,NAMAKKAL - 16
UTHAYAKUMAR P,Independent,Tamil Nadu,NAMAKKAL - 16
KANDASAMY A M,Independent,Tamil Nadu,NAMAKKAL - 16
RAMASAMY P,Independent,Tamil Nadu,NAMAKKAL - 16
KARTHI S,Independent,Tamil Nadu,NAMAKKAL - 16
RAMESH T R,Independent,Tamil Nadu,NAMAKKAL - 16
SATHEESH G,Independent,Tamil Nadu,NAMAKKAL - 16
RAMASAMY N,Independent,Tamil Nadu,NAMAKKAL - 16
MADHESWARAN V,Independent,Tamil Nadu,NAMAKKAL - 16
DR GURUNATHAN S,Independent,Tamil Nadu,NAMAKKAL - 16
KARTHIKEYAN S,Independent,Tamil Nadu,NAMAKKAL - 16
NALLATHAMBI P,Independent,Tamil Nadu,NAMAKKAL - 16
EASWARAMOORTHY M,Independent,Tamil Nadu,NAMAKKAL - 16
BALAJICHEZHIAN P,Independent,Tamil Nadu,NAMAKKAL - 16
RAVIKUMAR P,Ganasangam Party of India,Tamil Nadu,NAMAKKAL - 16
NAVEEN K,Independent,Tamil Nadu,NAMAKKAL - 16
DURAIRAJ C,Independent,Tamil Nadu,NAMAKKAL - 16
ARULMANI M,Independent,Tamil Nadu,NAMAKKAL - 16
THIYAGARAJAN R,Samaniya Makkal Nala Katchi,Tamil Nadu,NAMAKKAL - 16
VENNILA S,Independent,Tamil Nadu,NAMAKKAL - 16
KALIANNAN S,Independent,Tamil Nadu,NAMAKKAL - 16
KANDASAMY P,Independent,Tamil Nadu,NAMAKKAL - 16
MANIKKAM S,Ulzaipali Makkal Katchy,Tamil Nadu,NAMAKKAL - 16
MOORTHI J,Independent,Tamil Nadu,NAMAKKAL - 16
TAMILMANI A,Independent,Tamil Nadu,NAMAKKAL - 16
SELVARAJ K R,Independent,Tamil Nadu,NAMAKKAL - 16
SAKTHIVEL S,Independent,Tamil Nadu,NAMAKKAL - 16
NETAJIKAVIARASU V,Independent,Tamil Nadu,NAMAKKAL - 16
SIVAKUMAR V,Independent,Tamil Nadu,NAMAKKAL - 16
MOORTHY V,Independent,Tamil Nadu,NAMAKKAL - 16
GOPAL P,Independent,Tamil Nadu,NAMAKKAL - 16
RAJA A,Dravida Munnetra Kazhagam,Tamil Nadu,NILGIRIS - 19
DR MURUGAN L,Bharatiya Janata Party,Tamil Nadu,NILGIRIS - 19
LOGESH TAMILSELVAN D,All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,NILGIRIS - 19
JAYAKUMAR A,Naam Tamilar Katchi,Tamil Nadu,NILGIRIS - 19
VIJAYAKUMAR D,Independent,Tamil Nadu,NILGIRIS - 19
GANESHAMOORTHI A,Bahujan Samaj Party,Tamil Nadu,NILGIRIS - 19
BADRAN M,Ganasangam Party of India,Tamil Nadu,NILGIRIS - 19
SELVAN N,Independent,Tamil Nadu,NILGIRIS - 19
DHANABAL R,Independent,Tamil Nadu,NILGIRIS - 19
JAYANTHI M,Ambedkarite Party of India,Tamil Nadu,NILGIRIS - 19
MURUGAN Y,Independent,Tamil Nadu,NILGIRIS - 19
MURUGESAN,Independent,Tamil Nadu,NILGIRIS - 19
MALARMANNAN M,Samaniya Makkal Nala Katchi,Tamil Nadu,NILGIRIS - 19
SATHISH M,Independent,Tamil Nadu,NILGIRIS - 19
KRISHNA KUMAR,Independent,Tamil Nadu,NILGIRIS - 19
ANBHUGURU V,Independent,Tamil Nadu,NILGIRIS - 19
ARUN NEHRU,Dravida Munnetra Kazhagam,Tamil Nadu,PERAMBALUR - 25
CHANDRAMOHAN N D,All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,PERAMBALUR - 25
PAARIVENDHAR T R,Bharatiya Janata Party,Tamil Nadu,PERAMBALUR - 25
THENMOZHI R,Naam Tamilar Katchi,Tamil Nadu,PERAMBALUR - 25
MANI S,Independent,Tamil Nadu,PERAMBALUR - 25
MADHU R,Independent,Tamil Nadu,PERAMBALUR - 25
RENGARAJ S,Independent,Tamil Nadu,PERAMBALUR - 25
ELANGOVAN R,Bahujan Samaj Party,Tamil Nadu,PERAMBALUR - 25
VASUDEVAN A,Independent,Tamil Nadu,PERAMBALUR - 25
ARUN NEHRU,Independent,Tamil Nadu,PERAMBALUR - 25
LAKSHMANAN,Independent,Tamil Nadu,PERAMBALUR - 25
PARY T,Independent,Tamil Nadu,PERAMBALUR - 25
ANANDARAJU R,Independent,Tamil Nadu,PERAMBALUR - 25
JAYAKUMAR K,Samaniya Makkal Nala Katchi,Tamil Nadu,PERAMBALUR - 25
TAMILSELVAN M,Independent,Tamil Nadu,PERAMBALUR - 25
THANGAMANI K,Independent,Tamil Nadu,PERAMBALUR - 25
P K AMMAN G SIVAKUMAR,Independent,Tamil Nadu,PERAMBALUR - 25
EBINESAN M,Independent,Tamil Nadu,PERAMBALUR - 25
MURUGANANTHAM T,Independent,Tamil Nadu,PERAMBALUR - 25
SUDHAKAR S,Independent,Tamil Nadu,PERAMBALUR - 25
SAMBATH D,Independent,Tamil Nadu,PERAMBALUR - 25
MUTHUKUMAR,Independent,Tamil Nadu,PERAMBALUR - 25
VEERAMALAI K,Independent,Tamil Nadu,PERAMBALUR - 25
ESWARASAMY K,Dravida Munnetra Kazhagam,Tamil Nadu,POLLACHI - 21
KARTHIKEYAN A,All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,POLLACHI - 21
VASANTHARAJAN K,Bharatiya Janata Party,Tamil Nadu,POLLACHI - 21
SURESHKUMAR N,Naam Tamilar Katchi,Tamil Nadu,POLLACHI - 21
PRAKASH P,Independent,Tamil Nadu,POLLACHI - 21
BENJAMINKIRUBAKARAN J,Bahujan Samaj Party,Tamil Nadu,POLLACHI - 21
VASANTHAKUMAR T,Independent,Tamil Nadu,POLLACHI - 21
RAMASAMY K,Independent,Tamil Nadu,POLLACHI - 21
ESWARASAMY K,Independent,Tamil Nadu,POLLACHI - 21
GOPALAKRISHNAN M,New Generation Peopleâs Party,Tamil Nadu,POLLACHI - 21
KALIMUTHU S,Independent,Tamil Nadu,POLLACHI - 21
KARTHIKEYAN D,Independent,Tamil Nadu,POLLACHI - 21
NOOR MUHAMAD A,Independent,Tamil Nadu,POLLACHI - 21
KARTHIKEYAN P,Independent,Tamil Nadu,POLLACHI - 21
KARTHIKEYAN D,Independent,Tamil Nadu,POLLACHI - 21
NAVASKANI K,Indian Union Muslim League,Tamil Nadu,RAMANATHAPURAM - 35
PANNEERSELVAM O S/O OTTAKARATHEVAR,Independent,Tamil Nadu,RAMANATHAPURAM - 35
JEYAPERUMAL P,All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,RAMANATHAPURAM - 35
DR CHANDRA PRABHA JEYAPAL,Naam Tamilar Katchi,Tamil Nadu,RAMANATHAPURAM - 35
MUVITH KUMAR N,Independent,Tamil Nadu,RAMANATHAPURAM - 35
SENTHILMALLAR K,Independent,Tamil Nadu,RAMANATHAPURAM - 35
SIVASHANKAR N,Independent,Tamil Nadu,RAMANATHAPURAM - 35
KANNADHASAN R,Independent,Tamil Nadu,RAMANATHAPURAM - 35
SELVARAJ G,Puthiya Makkal Tamil Desam Katchi,Tamil Nadu,RAMANATHAPURAM - 35
PANNEERSELVAM O S/O OCHAPPAN,Independent,Tamil Nadu,RAMANATHAPURAM - 35
PANCHAVARNAM V,Independent,Tamil Nadu,RAMANATHAPURAM - 35
PARIRAJAN C,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,Tamil Nadu,RAMANATHAPURAM - 35
PANNIR SELVAM M S/O MALAIYANDI,Independent,Tamil Nadu,RAMANATHAPURAM - 35
NAWASKHAN,Independent,Tamil Nadu,RAMANATHAPURAM - 35
SIVANANDAM N,Bahujan Samaj Party,Tamil Nadu,RAMANATHAPURAM - 35
PANNEERSELVAM O S/O OYYADEVAR,Independent,Tamil Nadu,RAMANATHAPURAM - 35
ABUBAKKAR SITHICK J,Desiya Makkal Sakthi Katchi,Tamil Nadu,RAMANATHAPURAM - 35
MANIVASAGAM S,Bahujan Dravida Party,Tamil Nadu,RAMANATHAPURAM - 35
PANNEERSELVAM O S/O OYYARAM,Independent,Tamil Nadu,RAMANATHAPURAM - 35
SALEEM,Independent,Tamil Nadu,RAMANATHAPURAM - 35
SASIKANI K,Independent,Tamil Nadu,RAMANATHAPURAM - 35
SATHURAGIRI K,Independent,Tamil Nadu,RAMANATHAPURAM - 35
SIKKANDAR B,Independent,Tamil Nadu,RAMANATHAPURAM - 35
VIGNESH V,Independent,Tamil Nadu,RAMANATHAPURAM - 35
PANNERSELVAM O S/O OCHATTHEVAR,Independent,Tamil Nadu,RAMANATHAPURAM - 35
SELVAGANAPATHI T M,Dravida Munnetra Kazhagam,Tamil Nadu,SALEM - 15
VIGNESH P,All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,SALEM - 15
ANNADURAI N,Pattali Makkal Katchi,Tamil Nadu,SALEM - 15
DR MANOJKUMAR G,Naam Tamilar Katchi,Tamil Nadu,SALEM - 15
BHALAJI M,Independent,Tamil Nadu,SALEM - 15
MURALI S,Bahujan Samaj Party,Tamil Nadu,SALEM - 15
PALANIVEL K,Independent,Tamil Nadu,SALEM - 15
JEGANNATHAN A,Independent,Tamil Nadu,SALEM - 15
RAJA S,Independent,Tamil Nadu,SALEM - 15
MUTHUSAMY S,Independent,Tamil Nadu,SALEM - 15
ER PRABAKARAN S,Independent,Tamil Nadu,SALEM - 15
SHANMUGAM G,Independent,Tamil Nadu,SALEM - 15
SANTHALINGAM C,Independent,Tamil Nadu,SALEM - 15
SUTHARSANAM S,Aravor Munnetra Kazhagam,Tamil Nadu,SALEM - 15
AMBEDKAR C,Ambedkarite Party of India,Tamil Nadu,SALEM - 15
RAMACHANDRAN C,Dhesiya Makkal Kazhagam,Tamil Nadu,SALEM - 15
GOVINDHAN A,Independent,Tamil Nadu,SALEM - 15
MANICKAM R,Ulzaipali Makkal Katchy,Tamil Nadu,SALEM - 15
AHAMED SHAHJAHAN M,Independent,Tamil Nadu,SALEM - 15
INTHRAJITHKUPTHA G,Independent,Tamil Nadu,SALEM - 15
RAMASUNDARAM D,Independent,Tamil Nadu,SALEM - 15
KARUNAKARAN M,Independent,Tamil Nadu,SALEM - 15
RAJA A,Independent,Tamil Nadu,SALEM - 15
VIGNESH M,Independent,Tamil Nadu,SALEM - 15
JOTHILINGAM M,Independent,Tamil Nadu,SALEM - 15
KARTI P CHIDAMBARAM,Indian National Congress,Tamil Nadu,SIVAGANGA - 31
XAVIERDASS A,All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,SIVAGANGA - 31
DHEVANATHAN YADAV T,Bharatiya Janata Party,Tamil Nadu,SIVAGANGA - 31
EZHILARASI,Naam Tamilar Katchi,Tamil Nadu,SIVAGANGA - 31
DHANALAKSHMI M,Independent,Tamil Nadu,SIVAGANGA - 31
GOVINDHARAJU M.G,Independent,Tamil Nadu,SIVAGANGA - 31
NAGARAJAN KR,Independent,Tamil Nadu,SIVAGANGA - 31
PALANIYAPPAN R,Independent,Tamil Nadu,SIVAGANGA - 31
RANJITHKUMAR BALUSWAMY,Bahujan Samaj Party,Tamil Nadu,SIVAGANGA - 31
BASKARAN S,Independent,Tamil Nadu,SIVAGANGA - 31
KALAISELVAM K,Independent,Tamil Nadu,SIVAGANGA - 31
MALAISAMY K,Independent,Tamil Nadu,SIVAGANGA - 31
SEKAR A,Independent,Tamil Nadu,SIVAGANGA - 31
SELVARAJ P,Independent,Tamil Nadu,SIVAGANGA - 31
THILLAIVASAGAM M,Vidiyalai Thedum Indhiyargal Party,Tamil Nadu,SIVAGANGA - 31
ASHOK KUMAR K,Independent,Tamil Nadu,SIVAGANGA - 31
KARTHICK C,Independent,Tamil Nadu,SIVAGANGA - 31
MUTHARASU PANDIYAN V,Independent,Tamil Nadu,SIVAGANGA - 31
KALAIRAJA B,Independent,Tamil Nadu,SIVAGANGA - 31
KARTHIKAIRAJAN P,Independent,Tamil Nadu,SIVAGANGA - 31
T R BAALU,Dravida Munnetra Kazhagam,Tamil Nadu,SRIPERUMBUDUR - 5
G PREMKUMAR,All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,SRIPERUMBUDUR - 5
V N VENUGOPAL,Tamil Maanila Congress (Moopanar),Tamil Nadu,SRIPERUMBUDUR - 5
V RAVICHANDRAN,Naam Tamilar Katchi,Tamil Nadu,SRIPERUMBUDUR - 5
K PRABAKARAN,Bahujan Samaj Party,Tamil Nadu,SRIPERUMBUDUR - 5
M S ARUMUGAM,Independent,Tamil Nadu,SRIPERUMBUDUR - 5
V SUDHAVALLI,Aravor Munnetra Kazhagam,Tamil Nadu,SRIPERUMBUDUR - 5
S AMBETHKUMAR,Mahathma Makkal Munnetra Kazhakam,Tamil Nadu,SRIPERUMBUDUR - 5
M ASHOK KUMAR,Independent,Tamil Nadu,SRIPERUMBUDUR - 5
S SIVAKUMAR,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,Tamil Nadu,SRIPERUMBUDUR - 5
AYODHI LAKSHMANAN,Independent,Tamil Nadu,SRIPERUMBUDUR - 5
S CHITTIBABU,Naadaalum Makkal Katchi,Tamil Nadu,SRIPERUMBUDUR - 5
C ARAVIND,Desiya Makkal Sakthi Katchi,Tamil Nadu,SRIPERUMBUDUR - 5
GOPI DEEPAK,Independent,Tamil Nadu,SRIPERUMBUDUR - 5
KARTHIK KUMAR P C,Independent,Tamil Nadu,SRIPERUMBUDUR - 5
J MOHANRAJ,Jebamani Janata,Tamil Nadu,SRIPERUMBUDUR - 5
DR S PRAVEEN,Independent,Tamil Nadu,SRIPERUMBUDUR - 5
I MOHAMED YASEEN,Thakkam Katchi,Tamil Nadu,SRIPERUMBUDUR - 5
K PALANIYAPPAN,Tamizhaga Murpokku Makkal Katchi,Tamil Nadu,SRIPERUMBUDUR - 5
S PRABHU,Independent,Tamil Nadu,SRIPERUMBUDUR - 5
P BASKARAN,Independent,Tamil Nadu,SRIPERUMBUDUR - 5
P HARIDAS,Independent,Tamil Nadu,SRIPERUMBUDUR - 5
C A JAYARAMAN,Independent,Tamil Nadu,SRIPERUMBUDUR - 5
G RAMKUMAR,Independent,Tamil Nadu,SRIPERUMBUDUR - 5
N MANIKKAM,Independent,Tamil Nadu,SRIPERUMBUDUR - 5
M PREMKUMAR,Independent,Tamil Nadu,SRIPERUMBUDUR - 5
S MUNIKUMAR,Samaniya Makkal Nala Katchi,Tamil Nadu,SRIPERUMBUDUR - 5
M SARAVANAN,Independent,Tamil Nadu,SRIPERUMBUDUR - 5
A JINNA MOHAMMED,Independent,Tamil Nadu,SRIPERUMBUDUR - 5
S SIVARAMAN,Independent,Tamil Nadu,SRIPERUMBUDUR - 5
C PREMKUMAR,Independent,Tamil Nadu,SRIPERUMBUDUR - 5
DR RANI SRI KUMAR,Dravida Munnetra Kazhagam,Tamil Nadu,TENKASI - 37
DR K KRISHNASAMY,All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,TENKASI - 37
B JOHN PANDIAN,Bharatiya Janata Party,Tamil Nadu,TENKASI - 37
ESAI MATHIVANAN,Naam Tamilar Katchi,Tamil Nadu,TENKASI - 37
KARPAGAVALLI P,Independent,Tamil Nadu,TENKASI - 37
T MAHESHKUMAR,Bahujan Samaj Party,Tamil Nadu,TENKASI - 37
RAMASAMY P,Viro Ke Vir Indian Party,Tamil Nadu,TENKASI - 37
M MANMATHAN,Independent,Tamil Nadu,TENKASI - 37
A SEETHA,Bahujan Dravida Party,Tamil Nadu,TENKASI - 37
KRISHNASAMY,Independent,Tamil Nadu,TENKASI - 37
M UMAMAHESWARI,Desiya Makkal Sakthi Katchi,Tamil Nadu,TENKASI - 37
A MUTHAIAH,Independent,Tamil Nadu,TENKASI - 37
P KRISHNASAMY,Independent,Tamil Nadu,TENKASI - 37
ARUMUGASWAMI M,Independent,Tamil Nadu,TENKASI - 37
RAJA SEKAR,Independent,Tamil Nadu,TENKASI - 37
MURASOLI S,Dravida Munnetra Kazhagam,Tamil Nadu,THANJAVUR - 30
SIVANESAN P,Desiya Murpokku Dravida Kazhagam,Tamil Nadu,THANJAVUR - 30
MURUGANANTHAM M,Bharatiya Janata Party,Tamil Nadu,THANJAVUR - 30
HUMAYUN KABIR,Naam Tamilar Katchi,Tamil Nadu,THANJAVUR - 30
RENGASAMY C,Independent,Tamil Nadu,THANJAVUR - 30
SARAVANAN M,Independent,Tamil Nadu,THANJAVUR - 30
SENTHIL KUMAR N,Independent,Tamil Nadu,THANJAVUR - 30
EZHILARASAN S,Independent,Tamil Nadu,THANJAVUR - 30
JAYABAL A,Bahujan Samaj Party,Tamil Nadu,THANJAVUR - 30
SANTHOSH M,Independent,Tamil Nadu,THANJAVUR - 30
ER ARJUN S,Independent,Tamil Nadu,THANJAVUR - 30
KARIKALA CHOLAN S,Independent,Tamil Nadu,THANJAVUR - 30
THANGA TAMILSELVAN,Dravida Munnetra Kazhagam,Tamil Nadu,THENI - 33
TTV DHINAKARAN,Amma Makkal Munnettra Kazagam,Tamil Nadu,THENI - 33
NARAYANASAMY V T,All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,THENI - 33
MADHAN,Naam Tamilar Katchi,Tamil Nadu,THENI - 33
PRAKASH P,Independent,Tamil Nadu,THENI - 33
PANDIKUMAR S,Independent,Tamil Nadu,THENI - 33
AJEETHKUMAR S,Independent,Tamil Nadu,THENI - 33
PARAMASIVAN S,Independent,Tamil Nadu,THENI - 33
PARTHIBAN G,Independent,Tamil Nadu,THENI - 33
JEEVA M,Bahujan Samaj Party,Tamil Nadu,THENI - 33
CHARCHIL DURAI P,Humanity for Peace Party,Tamil Nadu,THENI - 33
PREMA S,Independent,Tamil Nadu,THENI - 33
MANIKANDAN R,Independent,Tamil Nadu,THENI - 33
REVATHI K,Independent,Tamil Nadu,THENI - 33
MUDIYARASU,All India Youth Development Party,Tamil Nadu,THENI - 33
THIAGARAJAN O V,Independent,Tamil Nadu,THENI - 33
VASANTHA SARAVANAN,Independent,Tamil Nadu,THENI - 33
VIJAYAN K,Independent,Tamil Nadu,THENI - 33
SETHUPATHI G,Independent,Tamil Nadu,THENI - 33
JOHNGILBERTRAJ,Independent,Tamil Nadu,THENI - 33
AATHIMUTHUKUMAR M,Independent,Tamil Nadu,THENI - 33
MUTHUKUMAR,Independent,Tamil Nadu,THENI - 33
HARIKRISHNAKUMAR R,Independent,Tamil Nadu,THENI - 33
SATHEESH KUMAR A,Independent,Tamil Nadu,THENI - 33
KUMAR,Independent,Tamil Nadu,THENI - 33
KANIMOZHI KARUNANIDHI,Dravida Munnetra Kazhagam,Tamil Nadu,THOOTHUKKUDI - 36
SIVASAMY VELUMANI R,All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,THOOTHUKKUDI - 36
VIJAYASEELAN SDR,Tamil Maanila Congress (Moopanar),Tamil Nadu,THOOTHUKKUDI - 36
ROWENA RUTH JANE J,Naam Tamilar Katchi,Tamil Nadu,THOOTHUKKUDI - 36
RAJHA N P,Naam Indiar Party,Tamil Nadu,THOOTHUKKUDI - 36
ARUNADEVI R,Independent,Tamil Nadu,THOOTHUKKUDI - 36
CHITHIRAI JEGAN S,Independent,Tamil Nadu,THOOTHUKKUDI - 36
SIVANESWARAN J,Independent,Tamil Nadu,THOOTHUKKUDI - 36
SAMUEL T,Independent,Tamil Nadu,THOOTHUKKUDI - 36
MANIKKARAJ A,Bahujan Samaj Party,Tamil Nadu,THOOTHUKKUDI - 36
AASIRIYAR SHANMUGA SUNDARAM K,Independent,Tamil Nadu,THOOTHUKKUDI - 36
KALEERMURUGAPAVENTHAN R,Makkal Nalvaazhvuk Katchi,Tamil Nadu,THOOTHUKKUDI - 36
PONKUMARAN T P S,Independent,Tamil Nadu,THOOTHUKKUDI - 36
JEYAKUMAR C,Independent,Tamil Nadu,THOOTHUKKUDI - 36
GANDHIMALLAR S M,Independent,Tamil Nadu,THOOTHUKKUDI - 36
BISHOP DR GODFREY NOBLE,Aanaithinthiya Jananayaka Pathukappu Kazhagam,Tamil Nadu,THOOTHUKKUDI - 36
PERUMALKUMAR P,Puthiya Makkal Tamil Desam Katchi,Tamil Nadu,THOOTHUKKUDI - 36
ESAKKIMUTHU V,Independent,Tamil Nadu,THOOTHUKKUDI - 36
KANNAN G,Independent,Tamil Nadu,THOOTHUKKUDI - 36
DAVID JEBASEELAN J,Independent,Tamil Nadu,THOOTHUKKUDI - 36
SUDALAIMUTHU P,Independent,Tamil Nadu,THOOTHUKKUDI - 36
KRISHNAN S,Independent,Tamil Nadu,THOOTHUKKUDI - 36
RADHAKRISHNAN V G,Independent,Tamil Nadu,THOOTHUKKUDI - 36
JAMES P,Independent,Tamil Nadu,THOOTHUKKUDI - 36
PONRAJ K,Independent,Tamil Nadu,THOOTHUKKUDI - 36
PRASANNA KUMAR M,Independent,Tamil Nadu,THOOTHUKKUDI - 36
SELVAMUTHUKUMAR M,Independent,Tamil Nadu,THOOTHUKKUDI - 36
SENTHIL KUMAR S,Independent,Tamil Nadu,THOOTHUKKUDI - 36
DURAI VAIKO,Marumalarchi Dravida Munnetra Kazhagam,Tamil Nadu,TIRUCHIRAPPALLI - 24
KARUPPAIAH. P,All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,TIRUCHIRAPPALLI - 24
RAJESSH. T,Naam Tamilar Katchi,Tamil Nadu,TIRUCHIRAPPALLI - 24
SENTHILNATHAN. P,Amma Makkal Munnettra Kazagam,Tamil Nadu,TIRUCHIRAPPALLI - 24
SELVARAJ. S,Independent,Tamil Nadu,TIRUCHIRAPPALLI - 24
DAMODARAN. S,Independent,Tamil Nadu,TIRUCHIRAPPALLI - 24
ALLIMUTHU. M,Bahujan Samaj Party,Tamil Nadu,TIRUCHIRAPPALLI - 24
RAJENDRAN. S,Independent,Tamil Nadu,TIRUCHIRAPPALLI - 24
JEEVANANTHAM. M,Independent,Tamil Nadu,TIRUCHIRAPPALLI - 24
SAKTHIVEL,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,Tamil Nadu,TIRUCHIRAPPALLI - 24
KARUPPIAH. S,Independent,Tamil Nadu,TIRUCHIRAPPALLI - 24
BACKIYARAJ VELLAISAMY,Naadaalum Makkal Katchi,Tamil Nadu,TIRUCHIRAPPALLI - 24
SATHIS KUMAR. S,Independent,Tamil Nadu,TIRUCHIRAPPALLI - 24
KAVITHA. S,Independent,Tamil Nadu,TIRUCHIRAPPALLI - 24
NAGARAJAN. M,Independent,Tamil Nadu,TIRUCHIRAPPALLI - 24
GOVINDARASU. P,Independent,Tamil Nadu,TIRUCHIRAPPALLI - 24
ANBIN AMUDHAN. R,Independent,Tamil Nadu,TIRUCHIRAPPALLI - 24
DURAIRAJ. A,Independent,Tamil Nadu,TIRUCHIRAPPALLI - 24
SASIKUMAR. P,Independent,Tamil Nadu,TIRUCHIRAPPALLI - 24
PANNEERSELVAM. P,Independent,Tamil Nadu,TIRUCHIRAPPALLI - 24
DURAI. S,Independent,Tamil Nadu,TIRUCHIRAPPALLI - 24
ANAND SELVARAJ,Independent,Tamil Nadu,TIRUCHIRAPPALLI - 24
SANKAR. R,Independent,Tamil Nadu,TIRUCHIRAPPALLI - 24
AMBIVENKATESAN,Independent,Tamil Nadu,TIRUCHIRAPPALLI - 24
DURAI. T,Independent,Tamil Nadu,TIRUCHIRAPPALLI - 24
SATHYAMURTHY. T,Independent,Tamil Nadu,TIRUCHIRAPPALLI - 24
VIJAYAKUMAR. P,Independent,Tamil Nadu,TIRUCHIRAPPALLI - 24
PERIYASAMY. V,Independent,Tamil Nadu,TIRUCHIRAPPALLI - 24
AKILA. M,Independent,Tamil Nadu,TIRUCHIRAPPALLI - 24
ROJA RAMANI. S,Anna MGR Dravida Makkal Kalgam,Tamil Nadu,TIRUCHIRAPPALLI - 24
RAJENDRAN. P,Independent,Tamil Nadu,TIRUCHIRAPPALLI - 24
MANIKANDARAJ. S,Independent,Tamil Nadu,TIRUCHIRAPPALLI - 24
MURUGESAN. P,Independent,Tamil Nadu,TIRUCHIRAPPALLI - 24
JOSEPH. L,Samaniya Makkal Nala Katchi,Tamil Nadu,TIRUCHIRAPPALLI - 24
MUTHURAJA. T,Independent,Tamil Nadu,TIRUCHIRAPPALLI - 24
ROBERT BRUCE C,Indian National Congress,Tamil Nadu,TIRUNELVELI - 38
NAINAR NAGENTHRAN,Bharatiya Janata Party,Tamil Nadu,TIRUNELVELI - 38
JANSI RANI M,All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,TIRUNELVELI - 38
SATHYA,Naam Tamilar Katchi,Tamil Nadu,TIRUNELVELI - 38
POTTAL SUNDARA MUNISWARAN,Independent,Tamil Nadu,TIRUNELVELI - 38
ATHISAYAM V,Independent,Tamil Nadu,TIRUNELVELI - 38
BALASUBRAMANIAN,Bahujan Samaj Party,Tamil Nadu,TIRUNELVELI - 38
CHINNA MAHARAJA K,Independent,Tamil Nadu,TIRUNELVELI - 38
DAVID M,Independent,Tamil Nadu,TIRUNELVELI - 38
SAMUEL LAWRENCE PONNIAH,Independent,Tamil Nadu,TIRUNELVELI - 38
BISHOP DR GODFREY WASHINGTON NOBLE,Aanaithinthiya Jananayaka Pathukappu Kazhagam,Tamil Nadu,TIRUNELVELI - 38
LENIN K,Independent,Tamil Nadu,TIRUNELVELI - 38
CHANDRAN M,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,Tamil Nadu,TIRUNELVELI - 38
SELVA KUMAR S,Bahujan Dravida Party,Tamil Nadu,TIRUNELVELI - 38
KUMAR V,Puthiya Makkal Tamil Desam Katchi,Tamil Nadu,TIRUNELVELI - 38
MUTHURAMAN A,Aravor Munnetra Kazhagam,Tamil Nadu,TIRUNELVELI - 38
THALAPATHY MURUGAN M,Independent,Tamil Nadu,TIRUNELVELI - 38
SIVARAM K,Independent,Tamil Nadu,TIRUNELVELI - 38
RAMAKRISHNAN N,Nam India Naam Indiyar Katchi,Tamil Nadu,TIRUNELVELI - 38
SURESH,Independent,Tamil Nadu,TIRUNELVELI - 38
DR RAJENDRA RETNAM K,Independent,Tamil Nadu,TIRUNELVELI - 38
SEVAL KANNAN B ADVOCATE,Independent,Tamil Nadu,TIRUNELVELI - 38
RAGHAVAN C M,Independent,Tamil Nadu,TIRUNELVELI - 38
"SUBBARAYAN, K.",Communist Party of India,Tamil Nadu,TIRUPPUR - 18
"ARUNACHALAM, P.",All India Anna Dravida Munnetra Kazhagam,Tamil Nadu,TIRUPPUR - 18
